<DATA>
<BOAT CARPOS=2496.98, -162.0831, 0.0005177557; CARHEADING=140.4405 />
<BOAT CARPOS=2554.945, -121.9826, 0.001560658; CARHEADING=145.8896 />
<BOAT CARPOS=2626.203, -59.62042, 0.001531065; CARHEADING=125.4957 />
<BOAT CARPOS=2661.789, -3.751955, 0.003065825; CARHEADING=176.0915 />
<BOAT CARPOS=2684.736, 60.95186, 0.003599465; CARHEADING=136.9957 />
<BOAT CARPOS=2740.581, 106.0194, 0.003148109; CARHEADING=117.195 />
<BOAT CARPOS=2833.278, 133.7012, 0.0009046495; CARHEADING=107.8065 />
<BOAT CARPOS=2894.069, 218.7865, 0.001870811; CARHEADING=144.4349 />
<BOAT CARPOS=2942.843, 269.2182, 0.001341611; CARHEADING=134.9994 />
<BOAT CARPOS=2985.339, 345.3627, 0.0005541444; CARHEADING=170.3975 />
<BOAT CARPOS=2990.091, 406.6024, 0.001724124; CARHEADING=180.7574 />
<BOAT CARPOS=2959.924, 574.2728, 0.003753662; CARHEADING=216.4593 />
<BOAT CARPOS=2989.94, 471.7416, 0.003301114; CARHEADING=179.7233 />
<BOAT CARPOS=2807.883, 687.6039, 0.001050919; CARHEADING=244.0504 />
<BOAT CARPOS=2919.299, 621.8333, 0.001795292; CARHEADING=223.6919 />
<BOAT CARPOS=2688.652, 819.8253, 0.001634777; CARHEADING=222.3034 />
<BOAT CARPOS=2743.205, 754.0129, 0.001013935; CARHEADING=218.5032 />
<BOAT CARPOS=2595.467, 904.8253, 0.004288971; CARHEADING=227.1632 />
<BOAT CARPOS=2534.524, 981.9534, 0.001178265; CARHEADING=271.7126 />
<BOAT CARPOS=2488.062, 1000.659, 0.003570348; CARHEADING=229.7638 />
<BOAT CARPOS=2238.118, 1154.889, 0.0005317032; CARHEADING=238.6677 />
<BOAT CARPOS=2153.524, 1181.126, 0.002826124; CARHEADING=167.4231 />
<BOAT CARPOS=1948.827, 1194.091, 0.0005109608; CARHEADING=70.4691 />
<BOAT CARPOS=1985.385, 1267.429, 0.001086324; CARHEADING=251.2338 />
<BOAT CARPOS=1918.699, 1284.762, 0.00160414; CARHEADING=258.9878 />
<BOAT CARPOS=1768.135, 1304.786, 0.001568854; CARHEADING=306.2251 />
<BOAT CARPOS=1707.705, 1261.882, 0.0008041859; CARHEADING=308.3281 />
<BOAT CARPOS=1653.118, 1238.324, 0.003295869; CARHEADING=289.9737 />
<BOAT CARPOS=1617.478, 1179.637, 0.00169614; CARHEADING=354.8058 />
<BOAT CARPOS=1578.864, 1281.845, 0.001990587; CARHEADING=253.2842 />
<BOAT CARPOS=1310.627, 1144.46, 0.3641151; CARHEADING=270.001 />
<BOAT CARPOS=1528.581, 1299.402, 0.4834139; CARHEADING=224.528 />
<BOAT CARPOS=1618.208, 1204.689, 0.1268939; CARHEADING=358.2374 />
<BOAT CARPOS=-301.86, 1828.596, 0.2904769; CARHEADING=67.27029 />
<BOAT CARPOS=-295.2706, 1914.019, 0.2411674; CARHEADING=103.3925 />
<BOAT CARPOS=-188.1024, 1823.431, 0.002084523; CARHEADING=107.0291 />
<BOAT CARPOS=-733.6995, 1913.42, 0.000115037; CARHEADING=237.0149 />
<BOAT CARPOS=-461.0182, 1896.942, 0.002239645; CARHEADING=128.5172 />
<BOAT CARPOS=-778.1167, 1770.91, 0.08137896; CARHEADING=302.3431 />
<BOAT CARPOS=-780.8384, 1784.294, 0.1096484; CARHEADING=201.5851 />
<BOAT CARPOS=-133.3371, 1920.183, 0.0001831055; CARHEADING=61.48875 />
</DATA>
#Ambient data for PREDATOR spawn points
<DATA>
<BOATAMBIENT CARPOS=-754.0176, -757.6351, 0.2278209; CARHEADING=92.56592 />
<BOATAMBIENT CARPOS=-1019.66, -620.1851, 0.2426792; CARHEADING=92.00168 />
<BOATAMBIENT CARPOS=-1285.845, -727.1701, -0.1758983; CARHEADING=94.49741 />
<BOATAMBIENT CARPOS=-1636.645, -685.829, 0.1657703; CARHEADING=92.54914 />
<BOATAMBIENT CARPOS=-2028.63, -607.1689, -0.2600518; CARHEADING=5.91759 />
<BOATAMBIENT CARPOS=-2019.461, -120.0074, -0.1354908; CARHEADING=268.5601 />
<BOATAMBIENT CARPOS=-1376.198, -121.5393, -0.2692416; CARHEADING=91.58191 />
<BOATAMBIENT CARPOS=-1496.384, 1500.956, -0.007734895; CARHEADING=337.8489 />
<BOATAMBIENT CARPOS=-1167.986, 1906.736, 0.2513951; CARHEADING=0.2332316 />
<BOATAMBIENT CARPOS=-561.6345, 1653.461, -0.01540577; CARHEADING=172.0131 />
<BOATAMBIENT CARPOS=-690.2026, 1203.263, 0.01273966; CARHEADING=74.22498 />
<BOATAMBIENT CARPOS=-783.8633, 892.5195, -0.1026621; CARHEADING=180.5846 />
<BOATAMBIENT CARPOS=-673.3717, 818.8923, 0.02841306; CARHEADING=205.7796 />
<BOATAMBIENT CARPOS=-949.7794, 476.6591, -0.08572304; CARHEADING=93.64756 />
<BOATAMBIENT CARPOS=-702.2789, 187.4789, 0.4797884; CARHEADING=87.56473 />
<BOATAMBIENT CARPOS=-723.1238, 187.7186, -0.1884997; CARHEADING=88.76627 />
<BOATAMBIENT CARPOS=-1053.09, -11.90968, 0.1743201; CARHEADING=92.59635 />
<BOATAMBIENT CARPOS=-771.4293, -82.77164, 0.07422096; CARHEADING=272.273 />
<BOATAMBIENT CARPOS=-770.9901, -91.62709, 0.02049083; CARHEADING=271.6246 />
<BOATAMBIENT CARPOS=-380.7388, -535.626, -0.0106014; CARHEADING=206.8949 />
<BOATAMBIENT CARPOS=-372.2337, -553.0518, -0.05254352; CARHEADING=206.5637 />
<BOATAMBIENT CARPOS=-395.9881, -693.9002, 0.2020379; CARHEADING=118.1515 />
<BOATAMBIENT CARPOS=-374.1299, -681.8295, 0.1496944; CARHEADING=122.0006 />
<BOATAMBIENT CARPOS=-55.14433, -972.3546, -0.01406056; CARHEADING=94.28899 />
<BOATAMBIENT CARPOS=402.0032, -726.4282, 0.2361853; CARHEADING=241.418 />
<BOATAMBIENT CARPOS=217.7254, 848.3987, -0.03529; CARHEADING=1.394009 />
<BOATAMBIENT CARPOS=45.02142, 1463.478, 0.08687574; CARHEADING=357.3855 />
<BOATAMBIENT CARPOS=-59.90642, 1750.293, 0.1452222; CARHEADING=9.944636 />
<BOATAMBIENT CARPOS=717.2527, 2130.793, 0.1638474; CARHEADING=5.345441 />
<BOATAMBIENT CARPOS=1234.301, 1329.596, -0.08090192; CARHEADING=271.6104 />
<BOATAMBIENT CARPOS=842.0588, 1291.831, -0.1683517; CARHEADING=331.6835 />
<BOATAMBIENT CARPOS=428.9207, 1073.24, 0.2832903; CARHEADING=0.2881146 />
<BOATAMBIENT CARPOS=780.6378, 778.6929, -0.1056156; CARHEADING=91.6255 />
<BOATAMBIENT CARPOS=1212.776, 1114.129, -0.08977723; CARHEADING=358.8817 />
<BOATAMBIENT CARPOS=546.0696, 9.792919, 0.3155735; CARHEADING=0.8244036 />
<BOATAMBIENT CARPOS=759.7354, 332.7534, -0.0261687; CARHEADING=358.0721 />
<BOATAMBIENT CARPOS=717.2872, -384.1268, -0.1272857; CARHEADING=81.59519 />
<BOATAMBIENT CARPOS=1403.44, -918.2624, 0.06486017; CARHEADING=181.7969 />
<BOATAMBIENT CARPOS=1762.84, -20.60491, 0.1298537; CARHEADING=174.8829 />
<BOATAMBIENT CARPOS=2182.882, 26.88878, -0.1879507; CARHEADING=177.751 />
<BOATAMBIENT CARPOS=1679.447, 1165.126, -0.1908345; CARHEADING=269.0875 />
</DATA>
